bod,wl,abs
1,190,0.337
1,191,0.644
1,192,0.427
1,193,0.08
1,194,0.03
1,195,-0.163
1,196,-0.252
1,197,-0.309
1,198,-0.416
1,199,-0.181
1,200,-0.065
1,201,-0.14
1,202,0.165
1,203,0.317
1,204,0.294
1,205,0.182
1,206,0.25
1,207,0.186
1,208,0.17
1,209,-0.173
1,210,-0.198
1,211,-0.075
1,212,0.111
1,213,0.185
1,214,-0.077
1,215,0.1
1,216,0.22
1,217,0.349
1,218,0.387
1,219,0.216
1,220,0.337
1,221,0.341
1,222,0.322
1,223,0.337
1,224,0.342
1,225,0.35
1,226,0.353
1,227,0.355
1,228,0.354
1,229,0.356
1,230,0.349
1,231,0.344
1,232,0.335
1,233,0.326
1,234,0.322
1,235,0.317
1,236,0.316
1,237,0.311
1,238,0.306
1,239,0.304
1,240,0.3
1,241,0.298
1,242,0.295
1,243,0.292
1,244,0.289
1,245,0.287
1,246,0.286
1,247,0.284
1,248,0.279
1,249,0.275
1,250,0.272
1,251,0.271
1,252,0.269
1,253,0.265
1,254,0.264
1,255,0.261
1,256,0.26
1,257,0.259
1,258,0.256
1,259,0.256
1,260,0.254
1,261,0.252
1,262,0.248
1,263,0.246
1,264,0.242
1,265,0.239
1,266,0.239
1,267,0.238
1,268,0.237
1,269,0.233
1,270,0.231
1,271,0.229
1,272,0.226
1,273,0.223
1,274,0.221
1,275,0.22
1,276,0.218
1,277,0.215
1,278,0.213
1,279,0.21
1,280,0.208
1,281,0.206
1,282,0.203
1,283,0.2
1,284,0.197
1,285,0.195
1,286,0.192
1,287,0.19
1,288,0.188
1,289,0.186
1,290,0.183
1,291,0.179
1,292,0.176
1,293,0.174
1,294,0.172
1,295,0.17
1,296,0.168
1,297,0.167
1,298,0.164
1,299,0.161
1,300,0.158
1,301,0.156
1,302,0.154
1,303,0.152
1,304,0.151
1,305,0.149
1,306,0.147
1,307,0.144
1,308,0.141
1,309,0.141
1,310,0.139
1,311,0.139
1,312,0.136
1,313,0.134
1,314,0.133
1,315,0.131
1,316,0.129
1,317,0.128
1,318,0.126
1,319,0.125
1,320,0.124
1,321,0.122
1,322,0.121
1,323,0.118
1,324,0.117
1,325,0.116
1,326,0.115
1,327,0.115
1,328,0.113
1,329,0.111
1,330,0.109
1,331,0.108
1,332,0.106
1,333,0.104
1,334,0.103
1,335,0.101
1,336,0.1
1,337,0.099
1,338,0.098
1,339,0.097
1,340,0.095
1,341,0.094
1,342,0.092
1,343,0.092
1,344,0.09
1,345,0.089
1,346,0.087
1,347,0.086
1,348,0.086
1,349,0.085
1,350,0.084
1,351,0.081
1,352,0.08
1,353,0.079
1,354,0.078
1,355,0.076
1,356,0.075
1,357,0.075
1,358,0.075
1,359,0.075
1,360,0.074
1,361,0.074
1,362,0.073
1,363,0.071
1,364,0.07
1,365,0.068
1,366,0.068
1,367,0.068
1,368,0.068
1,369,0.067
1,370,0.066
1,371,0.066
1,372,0.064
1,373,0.063
1,374,0.063
1,375,0.062
1,376,0.061
1,377,0.059
1,378,0.058
1,379,0.058
1,380,0.058
1,381,0.058
1,382,0.056
1,383,0.055
1,384,0.054
1,385,0.053
1,386,0.054
1,387,0.054
1,388,0.053
1,389,0.052
1,390,0.051
1,391,0.051
1,392,0.052
1,393,0.052
1,394,0.052
1,395,0.051
1,396,0.048
1,397,0.046
1,398,0.045
1,399,0.044
1,400,0.043
1,401,0.043
1,402,0.045
1,403,0.047
1,404,0.047
1,405,0.045
1,406,0.044
1,407,0.044
1,408,0.044
1,409,0.044
1,410,0.043
1,411,0.043
1,412,0.042
1,413,0.042
1,414,0.042
1,415,0.042
1,416,0.042
1,417,0.041
1,418,0.04
1,419,0.037
1,420,0.036
1,421,0.036
1,422,0.037
1,423,0.035
1,424,0.034
1,425,0.034
1,426,0.034
1,427,0.035
1,428,0.034
1,429,0.034
1,430,0.034
1,431,0.034
1,432,0.034
1,433,0.033
1,434,0.033
1,435,0.032
1,436,0.032
1,437,0.031
1,438,0.031
1,439,0.031
1,440,0.03
1,441,0.03
1,442,0.029
1,443,0.029
1,444,0.029
1,445,0.029
1,446,0.028
1,447,0.027
1,448,0.027
1,449,0.026
1,450,0.026
1,451,0.027
1,452,0.027
1,453,0.026
1,454,0.026
1,455,0.026
1,456,0.027
1,457,0.026
1,458,0.026
1,459,0.025
1,460,0.025
1,461,0.024
1,462,0.024
1,463,0.024
1,464,0.024
1,465,0.024
1,466,0.024
1,467,0.023
1,468,0.022
1,469,0.021
1,470,0.021
1,471,0.021
1,472,0.021
1,473,0.022
1,474,0.022
1,475,0.021
1,476,0.021
1,477,0.02
1,478,0.02
1,479,0.02
1,480,0.021
1,481,0.02
1,482,0.019
1,483,0.019
1,484,0.019
1,485,0.019
1,486,0.018
1,487,0.019
1,488,0.018
1,489,0.018
1,490,0.017
1,491,0.017
1,492,0.017
1,493,0.016
1,494,0.017
1,495,0.017
1,496,0.017
1,497,0.018
1,498,0.018
1,499,0.018
1,500,0.018
1,501,0.017
1,502,0.017
1,503,0.017
1,504,0.017
1,505,0.016
1,506,0.016
1,507,0.015
1,508,0.016
1,509,0.016
1,510,0.016
1,511,0.016
1,512,0.016
1,513,0.016
1,514,0.017
1,515,0.016
1,516,0.016
1,517,0.015
1,518,0.014
1,519,0.013
1,520,0.013
1,521,0.013
1,522,0.014
1,523,0.014
1,524,0.014
1,525,0.014
1,526,0.013
1,527,0.013
1,528,0.013
1,529,0.012
1,530,0.013
1,531,0.013
1,532,0.013
1,533,0.013
1,534,0.012
1,535,0.012
1,536,0.012
1,537,0.011
1,538,0.013
1,539,0.013
1,540,0.013
1,541,0.012
1,542,0.012
1,543,0.011
1,544,0.011
1,545,0.011
1,546,0.01
1,547,0.011
1,548,0.012
1,549,0.012
1,550,0.012
1,551,0.011
1,552,0.011
1,553,0.012
1,554,0.012
1,555,0.012
1,556,0.01
1,557,0.009
1,558,0.009
1,559,0.009
1,560,0.01
1,561,0.011
1,562,0.01
1,563,0.01
1,564,0.01
1,565,0.009
1,566,0.008
1,567,0.009
1,568,0.01
1,569,0.01
1,570,0.009
1,571,0.008
1,572,0.008
1,573,0.008
1,574,0.009
1,575,0.009
1,576,0.008
1,577,0.007
1,578,0.008
1,579,0.009
1,580,0.009
1,581,0.008
1,582,0.008
1,583,0.008
1,584,0.008
1,585,0.007
1,586,0.006
1,587,0.007
1,588,0.008
1,589,0.009
1,590,0.009
1,591,0.008
1,592,0.007
1,593,0.007
1,594,0.007
1,595,0.006
1,596,0.006
1,597,0.007
1,598,0.008
1,599,0.007
1,600,0.007
1,601,0.007
1,602,0.008
1,603,0.007
1,604,0.008
1,605,0.008
1,606,0.007
1,607,0.007
1,608,0.008
1,609,0.008
1,610,0.007
1,611,0.007
1,612,0.008
1,613,0.009
1,614,0.008
1,615,0.007
1,616,0.005
1,617,0.006
1,618,0.005
1,619,0.006
1,620,0.007
1,621,0.006
1,622,0.006
1,623,0.006
1,624,0.006
1,625,0.007
1,626,0.006
1,627,0.006
1,628,0.007
1,629,0.007
1,630,0.006
1,631,0.005
1,632,0.005
1,633,0.005
1,634,0.006
1,635,0.007
1,636,0.008
1,637,0.006
1,638,0.006
1,639,0.006
1,640,0.007
1,641,0.006
1,642,0.006
1,643,0.006
1,644,0.007
1,645,0.006
1,646,0.005
1,647,0.005
1,648,0.006
1,649,0.006
1,650,0.005
1,651,0.006
1,652,0.006
1,653,0.005
1,654,0.005
1,655,0.006
1,656,0.005
1,657,0.005
1,658,0.003
1,659,0.004
1,660,0.005
1,661,0.006
1,662,0.004
1,663,0.004
1,664,0.004
1,665,0.005
1,666,0.004
1,667,0.004
1,668,0.004
1,669,0.004
1,670,0.005
1,671,0.006
1,672,0.005
1,673,0.004
1,674,0.004
1,675,0.005
1,676,0.005
1,677,0.005
1,678,0.005
1,679,0.004
1,680,0.004
1,681,0.004
1,682,0.004
1,683,0.002
1,684,0.002
1,685,0.004
1,686,0.005
1,687,0.006
1,688,0.006
1,689,0.005
1,690,0.003
1,691,0.003
1,692,0.002
1,693,0.003
1,694,0.003
1,695,0.005
1,696,0.004
1,697,0.005
1,698,0.004
1,699,0.002
1,700,0.001
1,701,0.002
1,702,0.002
1,703,0.003
1,704,0.003
1,705,0.004
1,706,0.004
1,707,0.005
1,708,0.005
1,709,0.003
1,710,0.004
1,711,0.003
1,712,0.002
1,713,0.002
1,714,0.003
1,715,0.005
1,716,0.006
1,717,0.006
1,718,0.004
1,719,0.004
1,720,0.004
1,721,0.003
1,722,0.004
1,723,0.003
1,724,0.004
1,725,0.004
1,726,0.007
1,727,0.006
1,728,0.004
1,729,0.004
1,730,0.005
1,731,0.006
1,732,0.005
1,733,0.004
1,734,0.004
1,735,0.003
1,736,0.001
1,737,0.002
1,738,0.003
1,739,0.005
1,740,0.003
1,741,0.004
1,742,0.003
1,743,0.004
1,744,0.002
1,745,0.004
1,746,0.004
1,747,0.003
1,748,0.002
1,749,0
1,750,0
1,751,0.001
1,752,0.003
1,753,0.002
1,754,0.001
1,755,0.003
1,756,0.005
1,757,0.006
1,758,0.004
1,759,0.004
1,760,0.003
1,761,0.001
1,762,0.001
1,763,0.003
1,764,0.003
1,765,0.002
1,766,0.001
1,767,0.002
1,768,0.002
1,769,0.004
1,770,0.007
1,771,0.004
1,772,0.001
1,773,0.002
1,774,0.004
1,775,0.007
1,776,0.006
1,777,0.004
1,778,0.006
1,779,0.005
1,780,0.004
1,781,0.002
1,782,0.004
1,783,0.005
1,784,0.006
1,785,0.006
1,786,0.007
1,787,0.004
1,788,0.006
1,789,0.009
1,790,0.006
1,791,0
1,792,-0.001
1,793,0.003
1,794,0.003
1,795,0.001
1,796,0.001
1,797,0
1,798,0.001
1,799,0.003
1,800,0.005
1,801,0.006
1,802,0.008
1,803,0.005
1,804,0
1,805,0.001
1,806,0.005
1,807,0.003
1,808,-0.001
1,809,0
1,810,0
1,811,-0.001
1,812,-0.006
1,813,-0.004
1,814,0.005
1,815,0.006
1,816,0
1,817,-0.003
1,818,0.002
1,819,0.002
1,820,0.002
1,821,0.001
1,822,0.001
1,823,0.002
1,824,0.004
1,825,0.004
1,826,0.004
1,827,0.002
1,828,0.004
1,829,0.005
1,830,0.005
1,831,0.006
1,832,0.006
1,833,0.005
1,834,0.006
1,835,0.004
1,836,0.001
1,837,0.002
1,838,0.008
1,839,0.005
1,840,0.002
2,190,0.178
2,191,0.194
2,192,0.051
2,193,-0.109
2,194,-0.328
2,195,-0.193
2,196,0.147
2,197,0.248
2,198,-0.132
2,199,-0.388
2,200,-0.045
2,201,-0.04
2,202,0.126
2,203,0.106
2,204,0.11
2,205,0.248
2,206,0.109
2,207,0.099
2,208,0.119
2,209,0.126
2,210,-0.02
2,211,-0.144
2,212,-0.163
2,213,-0.249
2,214,-0.282
2,215,-0.239
2,216,-0.116
2,217,0.111
2,218,0.27
2,219,0.32
2,220,0.268
2,221,0.252
2,222,0.26
2,223,0.294
2,224,0.296
2,225,0.29
2,226,0.29
2,227,0.296
2,228,0.301
2,229,0.302
2,230,0.296
2,231,0.292
2,232,0.284
2,233,0.279
2,234,0.274
2,235,0.269
2,236,0.267
2,237,0.263
2,238,0.263
2,239,0.261
2,240,0.256
2,241,0.254
2,242,0.251
2,243,0.249
2,244,0.247
2,245,0.244
2,246,0.242
2,247,0.24
2,248,0.237
2,249,0.234
2,250,0.231
2,251,0.229
2,252,0.227
2,253,0.224
2,254,0.223
2,255,0.221
2,256,0.22
2,257,0.219
2,258,0.218
2,259,0.218
2,260,0.216
2,261,0.214
2,262,0.211
2,263,0.211
2,264,0.207
2,265,0.204
2,266,0.202
2,267,0.201
2,268,0.2
2,269,0.198
2,270,0.196
2,271,0.195
2,272,0.192
2,273,0.189
2,274,0.187
2,275,0.185
2,276,0.184
2,277,0.182
2,278,0.179
2,279,0.177
2,280,0.175
2,281,0.173
2,282,0.17
2,283,0.167
2,284,0.165
2,285,0.163
2,286,0.16
2,287,0.158
2,288,0.157
2,289,0.156
2,290,0.152
2,291,0.149
2,292,0.147
2,293,0.145
2,294,0.144
2,295,0.142
2,296,0.14
2,297,0.138
2,298,0.135
2,299,0.133
2,300,0.131
2,301,0.129
2,302,0.127
2,303,0.125
2,304,0.125
2,305,0.123
2,306,0.12
2,307,0.118
2,308,0.117
2,309,0.117
2,310,0.116
2,311,0.115
2,312,0.113
2,313,0.11
2,314,0.108
2,315,0.106
2,316,0.104
2,317,0.104
2,318,0.103
2,319,0.102
2,320,0.101
2,321,0.099
2,322,0.098
2,323,0.096
2,324,0.094
2,325,0.093
2,326,0.092
2,327,0.092
2,328,0.091
2,329,0.09
2,330,0.088
2,331,0.086
2,332,0.085
2,333,0.084
2,334,0.083
2,335,0.082
2,336,0.081
2,337,0.079
2,338,0.078
2,339,0.077
2,340,0.076
2,341,0.074
2,342,0.074
2,343,0.073
2,344,0.072
2,345,0.071
2,346,0.069
2,347,0.068
2,348,0.067
2,349,0.067
2,350,0.066
2,351,0.064
2,352,0.063
2,353,0.062
2,354,0.061
2,355,0.06
2,356,0.059
2,357,0.06
2,358,0.059
2,359,0.059
2,360,0.058
2,361,0.058
2,362,0.057
2,363,0.056
2,364,0.054
2,365,0.052
2,366,0.052
2,367,0.052
2,368,0.052
2,369,0.052
2,370,0.051
2,371,0.051
2,372,0.05
2,373,0.049
2,374,0.048
2,375,0.048
2,376,0.047
2,377,0.046
2,378,0.046
2,379,0.045
2,380,0.044
2,381,0.043
2,382,0.042
2,383,0.042
2,384,0.041
2,385,0.04
2,386,0.041
2,387,0.042
2,388,0.041
2,389,0.04
2,390,0.039
2,391,0.039
2,392,0.039
2,393,0.039
2,394,0.038
2,395,0.038
2,396,0.036
2,397,0.035
2,398,0.034
2,399,0.033
2,400,0.032
2,401,0.032
2,402,0.033
2,403,0.035
2,404,0.035
2,405,0.033
2,406,0.032
2,407,0.032
2,408,0.032
2,409,0.032
2,410,0.031
2,411,0.031
2,412,0.031
2,413,0.031
2,414,0.032
2,415,0.031
2,416,0.03
2,417,0.03
2,418,0.028
2,419,0.027
2,420,0.027
2,421,0.026
2,422,0.027
2,423,0.026
2,424,0.025
2,425,0.025
2,426,0.025
2,427,0.025
2,428,0.025
2,429,0.024
2,430,0.024
2,431,0.024
2,432,0.024
2,433,0.023
2,434,0.023
2,435,0.022
2,436,0.023
2,437,0.023
2,438,0.022
2,439,0.022
2,440,0.021
2,441,0.02
2,442,0.02
2,443,0.02
2,444,0.02
2,445,0.02
2,446,0.02
2,447,0.019
2,448,0.018
2,449,0.018
2,450,0.018
2,451,0.018
2,452,0.018
2,453,0.018
2,454,0.018
2,455,0.018
2,456,0.019
2,457,0.019
2,458,0.018
2,459,0.018
2,460,0.017
2,461,0.017
2,462,0.017
2,463,0.017
2,464,0.016
2,465,0.016
2,466,0.016
2,467,0.015
2,468,0.016
2,469,0.015
2,470,0.015
2,471,0.015
2,472,0.015
2,473,0.015
2,474,0.014
2,475,0.014
2,476,0.014
2,477,0.013
2,478,0.012
2,479,0.012
2,480,0.013
2,481,0.013
2,482,0.013
2,483,0.013
2,484,0.013
2,485,0.013
2,486,0.012
2,487,0.013
2,488,0.012
2,489,0.012
2,490,0.011
2,491,0.011
2,492,0.011
2,493,0.011
2,494,0.012
2,495,0.011
2,496,0.011
2,497,0.011
2,498,0.011
2,499,0.011
2,500,0.011
2,501,0.01
2,502,0.009
2,503,0.01
2,504,0.01
2,505,0.01
2,506,0.011
2,507,0.011
2,508,0.01
2,509,0.01
2,510,0.011
2,511,0.011
2,512,0.011
2,513,0.011
2,514,0.011
2,515,0.011
2,516,0.01
2,517,0.009
2,518,0.008
2,519,0.008
2,520,0.008
2,521,0.008
2,522,0.008
2,523,0.009
2,524,0.009
2,525,0.009
2,526,0.008
2,527,0.008
2,528,0.008
2,529,0.008
2,530,0.008
2,531,0.008
2,532,0.008
2,533,0.008
2,534,0.007
2,535,0.007
2,536,0.007
2,537,0.007
2,538,0.007
2,539,0.008
2,540,0.008
2,541,0.007
2,542,0.006
2,543,0.006
2,544,0.006
2,545,0.006
2,546,0.006
2,547,0.006
2,548,0.007
2,549,0.007
2,550,0.007
2,551,0.007
2,552,0.007
2,553,0.007
2,554,0.007
2,555,0.007
2,556,0.006
2,557,0.006
